3,3,2,14,0,0,0,0,0,0,0,0,0,0,0,12,11,11,11,11,
3,3,2,2,2,2,2,2,2,2,2,2,14,0,0,0,12,11,11,11,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,0,0,12,11,11,
0,12,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,11,11,
0,0,12,2,2,2,15,0,2,2,3,2,2,2,15,0,0,13,11,11,
0,0,0,2,2,2,0,0,2,2,10,15,0,0,0,0,13,11,11,11,
0,0,0,2,2,2,0,0,3,2,2,0,0,0,13,11,11,11,11,11,
0,0,0,2,2,2,10,0,2,2,2,0,0,11,11,11,11,11,11,11,
0,0,0,2,2,2,10,0,6,2,3,0,0,12,11,11,11,11,11,11,
0,0,0,2,2,2,10,0,2,2,2,0,0,0,0,0,0,0,0,12,
0,0,0,2,2,2,10,0,3,2,2,14,0,0,0,0,0,0,0,0,
14,0,0,3,2,3,0,0,12,2,2,2,14,0,0,0,0,0,0,0,
11,0,0,2,7,2,0,0,0,12,2,2,2,2,2,2,14,0,0,0,
11,0,0,3,2,3,0,0,0,0,12,2,2,2,2,2,2,14,0,0,
11,14,0,0,0,0,0,13,14,0,0,12,2,2,0,4,4,4,0,0,
11,11,14,0,0,0,13,11,11,0,0,0,2,2,4,2,2,2,0,0,
11,11,11,11,11,11,11,11,15,0,0,0,2,2,4,2,5,2,0,0,
11,11,11,11,11,11,11,11,0,0,0,0,12,2,4,2,2,2,0,0,
11,11,11,11,11,11,11,11,14,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,14,0,0,0,0,0,0,0,0,0,0,
