3,3,2,2,2,2,2,15,0,0,0,0,0,0,12,2,2,2,3,2,
3,3,2,2,2,2,2,14,0,0,0,0,0,0,13,2,2,3,7,3,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,
2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,8,2,3,2,8,2,2,2,2,2,2,2,
15,12,2,2,2,2,6,2,2,2,3,2,2,2,6,2,2,2,15,12,
0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,
0,0,2,2,2,10,2,2,0,4,4,4,0,2,2,10,2,2,0,0,
0,0,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,0,0,
0,0,2,2,2,2,2,2,4,2,5,2,4,2,2,2,2,2,0,0,
0,0,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,0,0,
0,0,2,2,2,10,2,2,0,4,4,4,0,2,2,10,2,2,0,0,
0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,
0,0,2,2,2,2,6,2,2,2,2,2,2,2,6,2,2,2,0,0,
0,0,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,14,13,
14,13,2,2,2,2,2,8,2,3,3,3,2,8,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,
2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,
3,7,3,2,2,2,2,15,0,0,0,0,0,0,12,2,2,3,7,3,
2,3,2,2,2,2,2,14,0,0,0,0,0,0,13,2,2,2,3,2,
