3,3,2,0,0,0,0,12,11,11,11,11,11,11,11,11,11,11,11,11,
3,3,2,14,0,0,0,0,0,12,11,11,11,11,11,11,11,11,11,11,
2,2,2,2,2,0,0,0,0,0,0,12,11,11,11,11,11,11,11,11,
2,2,2,2,2,0,0,0,0,0,0,0,0,12,11,11,11,11,11,11,
2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,12,11,11,11,11,
2,2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,12,11,
15,12,2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0,12,
0,0,2,2,2,2,2,2,14,0,0,0,13,2,2,2,2,0,0,0,
0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,0,0,0,
0,0,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,
0,0,2,2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,0,0,
0,0,12,2,2,10,2,2,10,2,2,10,2,0,0,0,0,0,0,13,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,
11,11,11,11,0,6,0,0,6,0,0,6,0,0,0,0,0,13,11,11,
11,11,11,11,14,0,0,0,0,0,0,0,13,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
