3,3,2,2,2,2,2,15,0,0,0,0,0,0,12,11,11,11,11,11,
3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,11,11,11,11,11,
2,2,2,2,3,3,2,0,0,13,2,14,0,0,0,11,11,11,11,11,
2,2,2,2,2,3,2,0,0,2,2,2,0,0,0,12,11,11,11,11,
2,2,2,2,2,2,2,0,0,2,7,2,0,0,0,0,11,11,11,11,
15,0,0,12,2,2,2,0,0,2,2,2,14,0,0,0,11,11,11,11,
0,0,0,13,2,2,2,14,13,2,2,2,2,14,0,0,12,11,11,11,
0,0,13,2,2,3,2,2,2,2,3,2,2,2,0,0,0,0,0,12,
0,0,2,2,2,3,3,2,2,3,3,2,2,15,0,0,0,0,0,0,
0,0,12,2,2,2,2,2,2,2,2,2,15,0,0,0,0,0,0,0,
0,0,0,12,2,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,2,2,2,14,0,0,0,0,0,13,2,3,2,14,0,
0,0,0,0,0,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0,
14,0,0,0,0,2,2,2,2,2,4,2,2,2,3,2,5,2,3,0,
11,11,0,0,0,12,2,2,2,2,4,2,2,2,2,2,2,2,2,0,
11,11,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,2,15,0,
11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,0,0,0,0,13,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
