3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,11,11,11,11,11,
3,3,3,2,2,2,2,2,2,2,2,3,0,0,0,11,11,11,11,11,
3,3,2,2,2,2,2,2,2,2,2,3,0,0,0,11,11,11,11,11,
3,2,2,3,2,2,2,2,2,2,2,3,3,0,0,11,11,11,11,11,
3,2,2,2,2,2,2,2,2,2,2,2,3,0,0,11,11,11,11,11,
3,2,2,2,2,3,2,2,2,2,2,2,3,0,0,11,11,11,11,11,
3,2,2,2,2,2,2,2,2,2,2,2,3,0,0,11,11,11,11,11,
3,2,2,2,2,2,2,5,2,2,2,2,3,0,0,11,11,11,11,11,
3,2,2,2,2,2,2,2,2,2,2,3,3,0,0,11,11,11,11,11,
3,3,3,3,2,2,2,2,2,2,3,3,3,0,0,11,11,11,11,11,
0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,11,11,11,11,11,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
