2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,11,11,11,
2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,5,2,2,15,0,
2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,2,15,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,15,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,15,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,
2,2,2,2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,11,
2,2,2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,11,11,
2,2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,11,11,11,
2,2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,11,11,11,11,
2,2,2,2,2,2,2,2,2,15,0,0,0,0,13,11,11,11,11,11,
15,0,0,0,0,0,0,0,0,0,0,0,0,13,11,11,11,11,11,11,
0,0,0,0,0,0,0,0,0,0,0,0,13,11,11,11,11,11,11,11,
14,0,0,0,0,0,0,0,0,0,0,13,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
