2,2,2,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,
2,2,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,
2,2,2,2,2,2,0,0,0,0,0,0,0,11,11,11,11,11,11,11,
0,0,2,2,2,2,2,2,2,2,2,2,0,11,11,11,11,11,11,11,
11,0,2,2,2,2,2,2,2,2,2,2,0,11,11,11,11,11,11,11,
11,0,0,0,2,2,2,2,2,2,2,10,0,0,0,0,11,11,11,11,
11,11,11,0,2,2,2,2,2,2,2,2,0,6,0,0,11,11,11,11,
11,11,11,0,0,0,2,2,2,2,2,10,0,0,0,0,0,0,11,11,
11,11,11,11,11,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,
11,11,11,11,11,11,0,0,2,2,2,2,2,2,2,2,9,0,6,0,
11,11,11,11,11,11,11,0,2,2,2,0,2,7,2,2,2,0,0,0,
11,11,11,11,11,11,11,0,2,2,2,0,2,2,2,0,0,0,2,0,
11,11,11,11,11,11,11,0,2,2,2,0,4,4,4,0,2,2,2,0,
11,11,11,11,11,11,11,0,2,2,2,0,2,2,2,0,2,2,2,0,
11,11,11,11,11,11,11,0,2,2,9,0,2,6,2,0,9,2,2,0,
11,11,11,11,11,11,11,0,2,2,2,0,0,0,0,0,2,2,2,0,
11,11,11,11,11,11,11,0,2,2,2,9,2,9,2,9,2,2,2,0,
11,11,11,11,11,11,11,0,2,2,2,2,2,2,2,2,2,2,2,0,
11,11,11,11,11,11,11,0,2,2,2,2,2,5,2,2,2,2,2,0,
11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
