2,2,2,2,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,2,0,11,11,11,0,2,2,2,2,2,2,2,2,2,2,2,
2,0,2,2,0,0,0,0,0,2,2,9,6,2,2,2,2,2,2,2,
2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,
0,0,0,0,0,0,0,0,0,2,2,9,6,9,2,2,2,2,0,0,
11,11,11,0,0,0,0,11,0,2,2,2,2,2,2,2,2,2,0,0,
11,11,11,11,11,11,11,11,0,0,2,2,5,2,2,0,0,0,0,11,
11,11,11,11,11,11,11,11,0,0,0,2,2,2,0,0,0,0,11,11,
11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,0,0,0,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
